station_id,true_opnid,opnids,comments,modeled,repo_name,wplmn_flag,source
E01001001,,,,,SuperiorNorth,0.0,wiski
E01005001,,,,,SuperiorNorth,0.0,wiski
E01008001,,,,,SuperiorNorth,0.0,wiski
E01008002,,,,,SuperiorNorth,0.0,wiski
E73058001,,,,,Vermilion,0.0,wiski
E02002001,,,,,SuperiorSouth,0.0,wiski
E73064001,,,,,Vermilion,0.0,wiski
E03012001,,,,,StLouisCloquet,0.0,wiski
E03013002,,,,,StLouisCloquet,0.0,wiski
E03084002,,,,,StLouisCloquet,0.0,wiski
E03112001,,,,,StLouisCloquet,0.0,wiski
E03119002,,,,,StLouisCloquet,0.0,wiski
E03129001,,,,,StLouisCloquet,0.0,wiski
H09075001,,,,,MissGrandRapids,0.0,wiski
E03132001,,,,,StLouisCloquet,0.0,wiski
E03137001,,,,,StLouisCloquet,0.0,wiski
E03145001,,,,,StLouisCloquet,0.0,wiski
E10089001,,,,,MissBrainerd,0.0,wiski
E12016001,,,,,CrowWing,0.0,wiski
E03163017,,,,,StLouisCloquet,0.0,wiski
E03163018,,,,,StLouisCloquet,0.0,wiski
E03174001,502.0,502,,,StLouisCloquet,1.0,wiski
E03175001,,,,,StLouisCloquet,0.0,wiski
E04042001,,,,,StLouisCloquet,0.0,wiski
E05013001,,,,,Nemadji,0.0,wiski
E05013002,,,,,Nemadji,0.0,wiski
E07008001,,,,,MissHeadwaters,0.0,wiski
E09005001,,,,,MissGrandRapids,0.0,wiski
E09020001,151.0,151,"Despite name, gauge is not on the Prairie River, should double check with load monitoring",,MissGrandRapids,1.0,wiski
E09029001,,,,,MissGrandRapids,0.0,wiski
E09033001,,,,,MissGrandRapids,0.0,wiski
E09064001,220.0,220,Inflows from other model. Probably should use this station for the MissHeadwaters model for reach 650,,MissGrandRapids,1.0,wiski
E10015001,110.0,110,,,MissBrainerd,1.0,wiski
E10048001,,,,,MissBrainerd,0.0,wiski
E10082002,,,,,MissBrainerd,0.0,wiski
E12043001,,,,,CrowWing,0.0,wiski
E12085001,557.0,557,,,CrowWing,1.0,wiski
E15001002,610.0,610,,,MissSartell,1.0,wiski
E16058004,470.0,470,,,Sauk,0.0,wiski
E17001001,790.0,"770,390",,,MissStCloud,0.0,wiski
E17022001,10.0,10,,,MissStCloud,0.0,wiski
E17035001,667.0,"667,-665",665 should really route downstream of 667,,MissStCloud,0.0,wiski
E17049001,689.0,689,,,MissStCloud,0.0,wiski
E17049002,689.0,"677,679",,,MissStCloud,0.0,wiski
E18037001,90.0,90,,,NFCrow,0.0,wiski
E18043001,110.0,"90,101",,,NFCrow,0.0,wiski
E18087001,950.0,950,,,NFCrow,0.0,wiski
E20041001,,,,,,1.0,wiski
E20057001,,,,,,0.0,wiski
E20058001,,,,,,0.0,wiski
E20062001,,,,,,0.0,wiski
E20063001,,,,,,0.0,wiski
E20064001,,,,,,0.0,wiski
E20065001,,,,,,0.0,wiski
E20079001,,,,,,0.0,wiski
E20088001,,,,,,0.0,wiski
E20088003,,,,,,0.0,wiski
E20093001,,,,,,0.0,wiski
E20095001,,,,,,0.0,wiski
E20106001,,,,,,0.0,wiski
E20110001,,,,,,0.0,wiski
E20114001,,,,,,0.0,wiski
E20115001,,,,,,0.0,wiski
E20115002,,,,,,0.0,wiski
E20115003,,,,,,0.0,wiski
E20115004,,,,,,0.0,wiski
E20115005,,,,,,0.0,wiski
E21059002,45.0,45,"lake outlet, likely backwater effects",,Rum,0.0,wiski
E21059003,45.0,45,lake outlet,,Rum,0.0,wiski
E21077001,290.0,"270,277",,,Rum,0.0,wiski
E21089001,413.0,413,middle of reach,,Rum,0.0,wiski
E21095001,410.0,410,middle of reach,,Rum,0.0,wiski
E22006001,103.0,103,,,Chippewa,0.0,wiski
E22007001,,,,,LacQuiParle,1.0,wiski
E22010001,,,,,LacQuiParle,0.0,wiski
E22010002,,,,,LacQuiParle,0.0,wiski
E22022001,,,,,LacQuiParle,0.0,wiski
E22052001,,,,,LacQuiParle,0.0,wiski
E22079001,102.0,103,,,Chippewa,0.0,wiski
E23007001,10.0,20,,,PommeDeTerre,1.0,wiski
E24008001,,,,,LacQuiParle,0.0,wiski
E24020002,,,,,LacQuiParle,0.0,wiski
E24023001,102.0,102,,,LacQuiParle,1.0,wiski
E25002001,215.0,215,single reachshed,,HawkYellowMedicine,0.0,wiski
E25002002,,,,0.0,HawkYellowMedicine,,wiski
E25002003,,,,0.0,HawkYellowMedicine,,wiski
E25028001,219.0,219,,,HawkYellowMedicine,0.0,wiski
E25063001,307.0,"307,-180",downstream confluence of upstream model,,HawkYellowMedicine,0.0,wiski
E25075001,101.0,101,,,HawkYellowMedicine,1.0,wiski
E25130001,,,,0.0,HawkYellowMedicine,,wiski
E25130002,,,,0.0,HawkYellowMedicine,,wiski
E25151001,106.0,"110,107",,,HawkYellowMedicine,0.0,wiski
E26038002,149.0,149,,,Chippewa,0.0,wiski
E26057001,106.0,106,,,Chippewa,1.0,wiski
E27035001,450.0,450,,,Redwood,1.0,wiski
E27042001,,,,,Redwood,0.0,wiski
E27043002,,,,,Redwood,0.0,wiski
E28057001,377.0,377,,,MiddleMN,0.0,wiski
E28073001,,,,,MiddleMN,0.0,wiski
E29044001,,,,,Cottonwood,0.0,wiski
E29044002,,,,,Cottonwood,0.0,wiski
E29044003,,,,,Cottonwood,0.0,wiski
E29079001,,,,,Cottonwood,0.0,wiski
E30092001,430.0,410,,,BlueEarth,1.0,wiski
E32069001,,,,,LeSueur,0.0,wiski
E32077001,850.0,850,,,LeSueur,1.0,wiski
E33027001,,,,,MetroMN,0.0,wiski
E33038001,,,,,LowerMN,0.0,wiski
E33091001,217.0,215,,,LowerMN,1.0,wiski
E33103001,289.0,287,,,LowerMN,0.0,wiski
E33117001,,,,,MetroMN,0.0,wiski
E33117002,,,,,MetroMN,0.0,wiski
E33118001,,,,,MetroMN,0.0,wiski
E33118002,,,,,MetroMN,0.0,wiski
E33122001,,,,,MetroMN,0.0,wiski
E33123001,,,,,MetroMN,0.0,wiski
E33130001,,,,,MetroMN,0.0,wiski
E33130002,,,,,MetroMN,0.0,wiski
E33143004,710.0,710,technically 694 draings to 710 but is downstream of gauge but this is a small trib relative to minnesota,,MetroMN,1.0,wiski
E33145001,310.0,310,,,LowerMN,1.0,wiski
E34035001,,,,,Kettle,0.0,wiski
E34042001,,,,,,0.0,wiski
E35021001,,,,,Kettle,0.0,wiski
E35061001,,,,,Kettle,0.0,wiski
E35065001,,,,,Kettle,0.0,wiski
E36076001,270.0,260,,,SnakeSE,1.0,wiski
E37023001,,,,,,0.0,wiski
E37037001,,,,,,0.0,wiski
E37048002,,,,,,1.0,wiski
E37061001,,,,,,1.0,wiski
E37073001,,,,,,0.0,wiski
E38009001,,,,,,0.0,wiski
E38025002,,,,,,0.0,wiski
E38026001,,,,,,0.0,wiski
E38034001,,,,,,0.0,wiski
E39004002,103.0,103,,,Cannon,1.0,wiski
E39069002,,,,,Cannon,0.0,wiski
E39077002,,,,,Cannon,0.0,wiski
E39101001,802.0,802,,,Cannon,1.0,wiski
E40006001,,,,,MissWinona,1.0,wiski
E40006002,,,,,,0.0,wiski
E40007001,,,,,MissWinona,0.0,wiski
E40010001,,,,,MissWinona,0.0,wiski
E40013001,,,,,MissWinona,0.0,wiski
E40029001,,,,,MissWinona,0.0,wiski
E40030001,,,,,MissWinona,0.0,wiski
E41031002,,,,,Zumbro,0.0,wiski
E41042001,103.0,103,,,Zumbro,0.0,wiski
E41063002,,,,,Zumbro,0.0,wiski
E43001001,,,,,Root,0.0,wiski
E43015001,,,,,Root,0.0,wiski
E43017001,114.0,114,middle of the reach,,Root,1.0,wiski
E43050001,,,,,Root,0.0,wiski
E43054001,135.0,135,,,Root,1.0,wiski
E43083001,,,,,Root,0.0,wiski
E48020001,430.0,410,,,Cedar,1.0,wiski
E54018001,104.0,104,,,MustinkaBDS,1.0,wiski
E54034001,111.0,111,,,MustinkaBDS,0.0,wiski
E55044001,309.0,309,,,MustinkaBDS,0.0,wiski
E55064001,308.0,"309,322",,,MustinkaBDS,0.0,wiski
E55068001,,,,0.0,MustinkaBDS,0.0,wiski
E56008002,234.0,"234,229",lake,,OtterTail,0.0,wiski
E56008003,225.0,225,lake,,OtterTail,0.0,wiski
E56008004,224.0,224,lake,,OtterTail,0.0,wiski
E56008005,,,lake,,OtterTail,0.0,wiski
E56048001,200.0,200,massive reach that needs to be broken up,,OtterTail,0.0,wiski
E56050001,302.0,302,,,OtterTail,1.0,wiski
E56065001,111.0,111,,,OtterTail,0.0,wiski
E56078001,229.0,229,lake,,OtterTail,0.0,wiski
E56081001,226.0,227,lake,,OtterTail,0.0,wiski
E56081002,228.0,228,lake,,OtterTail,0.0,wiski
E56081003,,,,0.0,OtterTail,0.0,wiski
E56081004,,,,0.0,OtterTail,0.0,wiski
E56082006,230.0,230,,,OtterTail,0.0,wiski
E56086001,535.0,535,middle of reach,,OtterTail,0.0,wiski
E57006001,,,,,OtterTail,0.0,wiski
E57006002,,,,,UpperRed,0.0,wiski
E57028001,134.0,134,,,UpperRed,0.0,wiski
E58002001,183.0,184,,,Buffalo,0.0,wiski
E58040001,117.0,"117,116",,,Buffalo,0.0,wiski
E58056001,180.0,180,,,Buffalo,0.0,wiski
E58059001,126.0,127,,,Buffalo,1.0,wiski
E59002001,999.0,"999,-991,-980,-993,-995",mainstem of model should be borken up,,,0.0,wiski
E60112001,730.0,730,,,WildRiceMarsh,1.0,wiski
E60124001,511.0,491,,,WildRiceMarsh,1.0,wiski
E61027002,370.0,"370,-365",middle of reach,,Sandhill,0.0,wiski
E61039001,430.0,430,,,Sandhill,1.0,wiski
E61046001,,,,,,0.0,wiski
E62021001,,,,,RedLake,0.0,wiski
E62021001,,,,,RedLakes,0.0,wiski
E62023001,,,,,RedLakes,0.0,wiski
E62031001,343.0,343,likely backwater effects,,RedLakes,0.0,wiski
E62033001,339.0,339,"near lake, likely backwater effects",,RedLakes,0.0,wiski
E63007001,110.0,"90,95",,,RedLake,1.0,wiski
E63055001,,,,,RedLake,0.0,wiski
E63057001,,,,,RedLake,0.0,wiski
E63060001,,,,,RedLake,0.0,wiski
E63060002,,,,,RedLake,0.0,wiski
E63061001,,,,,RedLake,0.0,wiski
E63062001,357.0,,,,Sandhill,0.0,wiski
E63078001,570.0,550,,,RedLake,1.0,wiski
E65014001,490.0,490,,,Thief,1.0,wiski
E66020001,,,,,Clearwater,0.0,wiski
E66021001,,,,,Clearwater,0.0,wiski
E66022001,,,,,Clearwater,0.0,wiski
E66023001,,,,,Clearwater,0.0,wiski
E66035001,,,,,Clearwater,0.0,wiski
E66041001,410.0,390,,,Clearwater,1.0,wiski
E66050001,650.0,650,,,Clearwater,1.0,wiski
E66052001,,,,,Clearwater,0.0,wiski
E66062001,,,,,Clearwater,0.0,wiski
E68006002,,,,,SnakeNW,0.0,wiski
E68017001,567.0,565,,,SnakeNW,1.0,wiski
E69030001,,,,,,0.0,wiski
E70014001,,,,,TwoRivers,0.0,wiski
E70015001,,,,,TwoRivers,0.0,wiski
E70024001,,,,,TwoRivers,0.0,wiski
E70025001,,,,,TwoRivers,0.0,wiski
E70030001,,,,,TwoRivers,0.0,wiski
E70033001,230.0,"210,211",,,TwoRivers,1.0,wiski
E70040001,,,,,TwoRivers,0.0,wiski
E71024001,,,,,Roseau,0.0,wiski
E71033001,,,,,Roseau,0.0,wiski
E71035002,,,,,Roseau,0.0,wiski
E71041001,,,,,Roseau,0.0,wiski
E71057001,,,,,Roseau,0.0,wiski
E72003001,,,,,RainyHeadwaters,0.0,wiski
E72023001,,,,,RainyHeadwaters,0.0,wiski
E72045002,,,,,RainyHeadwaters,0.0,wiski
E72059001,,,,,RainyHeadwaters,0.0,wiski
E72061001,,,,,RainyHeadwaters,0.0,wiski
E72065001,,,,,RainyHeadwaters,0.0,wiski
E72065002,,,,,RainyHeadwaters,0.0,wiski
E72068001,,,,,RainyHeadwaters,0.0,wiski
E72068002,,,,,RainyHeadwaters,0.0,wiski
E72068003,,,,,RainyHeadwaters,0.0,wiski
E72068004,,,,,RainyHeadwaters,0.0,wiski
E72090001,,,,,RainyHeadwaters,0.0,wiski
E72091001,,,,,RainyHeadwaters,0.0,wiski
E72092001,,,,,RainyHeadwaters,0.0,wiski
E73002001,370.0,"350,351",,,Vermilion,1.0,wiski
E74004001,,,,,RainyLake,0.0,wiski
E74005001,,,,,RainyLake,0.0,wiski
E74043001,,,,,LittleFork,0.0,wiski
E76003001,,,,,LittleFork,0.0,wiski
E76090001,490.0,490,,,LittleFork,1.0,wiski
E76104001,,,,,LittleFork,0.0,wiski
E77069001,470.0,470,,,BigFork,1.0,wiski
E78010001,,,,,RainyRiver,0.0,wiski
E80023001,50.0,"50,-41",,,LOWUS,0.0,wiski
E80027001,41.0,41,,,LOWUS,0.0,wiski
E80028001,55.0,55,,,LOWUS,0.0,wiski
E84011001,10.0,,,,LittleSioux,0.0,wiski
E84012001,3.0,3,,,LittleSioux,0.0,wiski
E84025001,163.0,162,,,LittleSioux,0.0,wiski
H01009001,,,,,SuperiorNorth,0.0,wiski
H01014001,,,,,SuperiorNorth,0.0,wiski
H01015001,,,,,SuperiorNorth,0.0,wiski
H01022001,231.0,231,,,SuperiorNorth,1.0,wiski
H01037001,,,,,SuperiorNorth,0.0,wiski
H01063001,,,,,SuperiorNorth,0.0,wiski
H01063003,193.0,193,,,SuperiorNorth,1.0,wiski
H01076003,,,,,SuperiorNorth,0.0,wiski
H01077001,,,,,SuperiorNorth,0.0,wiski
H01088003,,,,,SuperiorNorth,0.0,wiski
H01092001,161.0,161,,,SuperiorNorth,1.0,wiski
H02006002,,,,,SuperiorSouth,0.0,wiski
H02006003,150.0,150,,,SuperiorSouth,1.0,wiski
H02009001,,,,,SuperiorSouth,0.0,wiski
H02012004,,,,,SuperiorSouth,0.0,wiski
H02020001,,,,,SuperiorSouth,0.0,wiski
H02021001,,,,,SuperiorSouth,0.0,wiski
H02025004,,,,,SuperiorSouth,0.0,wiski
H02026001,,,,,SuperiorSouth,0.0,wiski
H02031001,,,,,SuperiorSouth,0.0,wiski
H02031002,120.0,120,,,SuperiorSouth,1.0,wiski
H02032002,,,,,SuperiorSouth,0.0,wiski
H02033001,,,,,SuperiorSouth,0.0,wiski
H02035001,,,,,SuperiorSouth,0.0,wiski
H02036003,,,,,SuperiorSouth,0.0,wiski
H02037005,,,,,SuperiorSouth,0.0,wiski
H02038001,,,,,SuperiorSouth,0.0,wiski
H02039008,,,,,SuperiorSouth,0.0,wiski
H02040008,,,,,SuperiorSouth,0.0,wiski
H02048001,,,,,SuperiorSouth,0.0,wiski
H03001001,,,,,StLouisCloquet,0.0,wiski
H03001002,,,,,StLouisCloquet,0.0,wiski
H03001003,,,,,StLouisCloquet,0.0,wiski
H03001012,,,,,StLouisCloquet,0.0,wiski
H03010003,201.0,"202,231",,,StLouisCloquet,0.0,wiski
H03034001,227.0,227,,,StLouisCloquet,1.0,wiski
H03055001,279.0,"280,295",reach vector layer different than routing scheme,,StLouisCloquet,1.0,wiski
H03059001,,,,,StLouisCloquet,0.0,wiski
H03084001,236.0,"233,236",reach vector layer different than routing scheme,,StLouisCloquet,1.0,wiski
H03115001,249.0,"271,250",,,StLouisCloquet,1.0,wiski
H03116001,,,,,StLouisCloquet,0.0,wiski
H03119004,,,,,StLouisCloquet,0.0,wiski
H03134002,,,,,StLouisCloquet,0.0,wiski
H03138001,,,,,StLouisCloquet,0.0,wiski
H03143001,,,,,StLouisCloquet,0.0,wiski
H03145003,,,,,StLouisCloquet,0.0,wiski
H03147001,,,,,StLouisCloquet,0.0,wiski
H03148001,,,,,StLouisCloquet,0.0,wiski
H03148010,,,,,StLouisCloquet,0.0,wiski
H03149001,,,,,StLouisCloquet,0.0,wiski
H03149002,,,,,StLouisCloquet,0.0,wiski
H03150001,260.0,260,single reach/subwatershed,,StLouisCloquet,1.0,wiski
H03150003,,,,,StLouisCloquet,0.0,wiski
H03153001,,,,,StLouisCloquet,0.0,wiski
H03153002,,,,,StLouisCloquet,0.0,wiski
H03155002,,,,,StLouisCloquet,0.0,wiski
H03155005,,,,,StLouisCloquet,0.0,wiski
H03155006,,,,,StLouisCloquet,0.0,wiski
H03155007,,,,,StLouisCloquet,0.0,wiski
H03157002,,,,,StLouisCloquet,0.0,wiski
H03158002,,,,,StLouisCloquet,0.0,wiski
H03163011,,,,,StLouisCloquet,0.0,wiski
H03167001,,,,,StLouisCloquet,0.0,wiski
H03173011,,,,,StLouisCloquet,0.0,wiski
H03189001,250.0,250,,,StLouisCloquet,0.0,wiski
H03189002,,,,,StLouisCloquet,0.0,wiski
H03189003,,,,,StLouisCloquet,0.0,wiski
H03189016,,,,,StLouisCloquet,0.0,wiski
H04012001,415.0,415,reach vector layer different than routing scheme,,StLouisCloquet,1.0,wiski
H04048001,402.0,"421,402",reach vector layer different than routing scheme,,StLouisCloquet,1.0,wiski
H05006001,511.0,511,,,Nemadji,0.0,wiski
H05008001,118.0,118,,,Nemadji,0.0,wiski
H05008002,119.0,119,,,Nemadji,0.0,wiski
H05009001,120.0,120,Could actually use this station but it's technically not on a modeled reach,,Nemadji,0.0,wiski
H05011001,114.0,"115,117,-118",opnid information in the subwatershed file instead of the reach shapefile,,Nemadji,1.0,wiski
H05013003,,,,,Nemadji,0.0,wiski
H05013005,,,,,Nemadji,0.0,wiski
H05016001,113.0,113,,,Nemadji,0.0,wiski
H05018001,112.0,112,,,Nemadji,0.0,wiski
H05019001,111.0,111,Large catchment,,Nemadji,0.0,wiski
H07002001,,,,,MissHeadwaters,0.0,wiski
H07007001,,,,,MissHeadwaters,0.0,wiski
H07015001,,,,,MissHeadwaters,0.0,wiski
H07028001,,,,,MissHeadwaters,0.0,wiski
H07045001,,,,,MissHeadwaters,0.0,wiski
H07052001,,,,,MissHeadwaters,0.0,wiski
H07052002,,,,,MissHeadwaters,0.0,wiski
H07052003,,,,,MissHeadwaters,0.0,wiski
H07062001,290.0,290,,,MissHeadwaters,1.0,wiski
H07062002,,,,,MissHeadwaters,0.0,wiski
H07065001,,,,,MissHeadwaters,0.0,wiski
H07073001,,,,,MissHeadwaters,0.0,wiski
H07100001,,,,,MissHeadwaters,0.0,wiski
H07115001,,,,,MissHeadwaters,0.0,wiski
H07125001,,,,,MissHeadwaters,0.0,wiski
H08003001,,,,,LeechLake,0.0,wiski
H08005001,,,,,LeechLake,0.0,wiski
H08007002,,,,,LeechLake,0.0,wiski
H08014001,,,,,LeechLake,0.0,wiski
H08022001,,,,,LeechLake,0.0,wiski
H08034001,190.0,190,reach vector layer different than routing scheme,,LeechLake,1.0,wiski
H08046001,115.0,115,,,LeechLake,1.0,wiski
H08060002,,,,,LeechLake,0.0,wiski
H09043001,,,,,MissGrandRapids,0.0,wiski
H09045005,,,,,MissGrandRapids,0.0,wiski
H09050001,,,,,MissGrandRapids,0.0,wiski
H09052001,,,,,MissGrandRapids,0.0,wiski
H09052004,,,,,MissGrandRapids,0.0,wiski
H09053002,,,,,MissGrandRapids,0.0,wiski
H09065001,309.0,309,middle of the reach,,MissGrandRapids,1.0,wiski
H09069001,,,,,MissGrandRapids,0.0,wiski
H09077001,,,,,MissGrandRapids,0.0,wiski
H09077002,,,,,MissGrandRapids,0.0,wiski
H09079001,,,,,MissGrandRapids,0.0,wiski
H09080001,,,,,MissGrandRapids,0.0,wiski
H09080002,,,,,MissGrandRapids,0.0,wiski
H09087001,,,,,MissGrandRapids,0.0,wiski
H09095001,,,,,MissGrandRapids,0.0,wiski
H09097001,,,,,MissGrandRapids,0.0,wiski
H09100001,,,,,MissGrandRapids,0.0,wiski
H09100002,,,,,MissGrandRapids,0.0,wiski
H09107001,,,,,MissGrandRapids,0.0,wiski
H09109001,,,,,MissGrandRapids,0.0,wiski
H09110001,,,,,MissGrandRapids,0.0,wiski
H09118001,690.0,670,middle of the reach but upstream of tributary. Could use 690 and exclude 677,,MissGrandRapids,1.0,wiski
H10008001,,,,,MissBrainerd,0.0,wiski
H10013001,,,,,MissBrainerd,0.0,wiski
H10018001,,,,,MissBrainerd,0.0,wiski
H10032001,,,,,MissBrainerd,0.0,wiski
H10060001,,,,,MissBrainerd,0.0,wiski
H10065001,,,,,MissBrainerd,0.0,wiski
H10065002,585.0,585,,,MissBrainerd,1.0,wiski
H10065003,,,,,MissBrainerd,0.0,wiski
H10066002,,,,,MissBrainerd,0.0,wiski
H10067001,,,,,MissBrainerd,0.0,wiski
H10072001,,,,,MissBrainerd,0.0,wiski
H10086001,,,,,MissBrainerd,0.0,wiski
H10090001,,,,,MissBrainerd,0.0,wiski
H10100006,,,,,MissBrainerd,0.0,wiski
H10101002,,,,,MissBrainerd,0.0,wiski
H10103001,450.0,450,middle of the reach,,MissBrainerd,1.0,wiski
H10135001,,,,,MissBrainerd,0.0,wiski
H11011001,,,,,Pine,0.0,wiski
H11013001,,,,,Pine,0.0,wiski
H11013002,,,,,Pine,0.0,wiski
H11015001,250.0,250,,,Pine,1.0,wiski
H11040001,,,,,Pine,0.0,wiski
H11051001,330.0,330,,,Pine,1.0,wiski
H11054001,,,,,Pine,0.0,wiski
H11067002,,,,,Pine,0.0,wiski
H12019001,,,,,CrowWing,0.0,wiski
H12021001,,,,,CrowWing,0.0,wiski
H12021002,530.0,530,middle of the reach,,CrowWing,1.0,wiski
H12029001,,,,,CrowWing,0.0,wiski
H12030002,,,,,CrowWing,0.0,wiski
H12030003,,,,,CrowWing,0.0,wiski
H12030017,,,,,CrowWing,0.0,wiski
H12031001,,,,,CrowWing,0.0,wiski
H12033001,,,,,CrowWing,0.0,wiski
H12033002,,,,,CrowWing,0.0,wiski
H12039001,,,,,CrowWing,0.0,wiski
H12047001,,,,,CrowWing,0.0,wiski
H12050001,,,,,CrowWing,0.0,wiski
H12059001,,,,,CrowWing,0.0,wiski
H12059002,,,,,CrowWing,0.0,wiski
H12059003,,,,,CrowWing,0.0,wiski
H12059005,,,,,CrowWing,0.0,wiski
H12059006,,,,,CrowWing,0.0,wiski
H12060001,,,,,CrowWing,0.0,wiski
H12063001,,,,,CrowWing,0.0,wiski
H12068001,,,,,CrowWing,0.0,wiski
H12082001,,,,,CrowWing,0.0,wiski
H12086001,,,,,CrowWing,0.0,wiski
H12107001,,,,,CrowWing,0.0,wiski
H12123001,,,,,CrowWing,0.0,wiski
H12124002,,,,,CrowWing,0.0,wiski
H12126001,,,,,CrowWing,0.0,wiski
H12143001,,,,,CrowWing,0.0,wiski
H13003001,,,,,Redeye,0.0,wiski
H13011001,,,,,Redeye,0.0,wiski
H13011002,,,,,Redeye,0.0,wiski
H13023001,,,,,Redeye,0.0,wiski
H13023002,,,,,Redeye,0.0,wiski
H13029001,,,,,Redeye,0.0,wiski
H13055001,130.0,130,,,Redeye,1.0,wiski
H13056001,122.0,122,,,Redeye,1.0,wiski
H13058001,131.0,131,,,Redeye,1.0,wiski
H13060001,,,,,Redeye,0.0,wiski
H14011001,,,,,LongPrairie,0.0,wiski
H14011002,,,,,LongPrairie,0.0,wiski
H14019001,,,,,LongPrairie,0.0,wiski
H14027001,,,,,LongPrairie,0.0,wiski
H14027002,347.0,"341,346","reach vector layer different than routing scheme, modeled reach incorrect compared to aerial imagery and wid layer",,LongPrairie,1.0,wiski
H14031001,,,,,LongPrairie,0.0,wiski
H14036001,,,,,LongPrairie,0.0,wiski
H14038001,,,,,LongPrairie,0.0,wiski
H14042001,,,,,LongPrairie,0.0,wiski
H14047001,,,,,LongPrairie,0.0,wiski
H14051002,,,,,LongPrairie,0.0,wiski
H14051003,,,,,LongPrairie,0.0,wiski
H14059001,,,,,LongPrairie,0.0,wiski
H15001001,625.0,625,,,MissSartell,0.0,wiski
H15003001,621.0,621,,,MissSartell,0.0,wiski
H15005001,907.0,907,,,MissSartell,0.0,wiski
H15017001,,,,0.0,MissSartell,0.0,wiski
H15026002,,,,0.0,MissSartell,0.0,wiski
H15027002,939.0,939,,,MissSartell,0.0,wiski
H15028001,933.0,933,,,MissSartell,0.0,wiski
H15029001,931.0,931,,,MissSartell,0.0,wiski
H15029002,931.0,931,,,MissSartell,0.0,wiski
H15029003,931.0,931,,,MissSartell,0.0,wiski
H15030001,890.0,890,,,MissSartell,1.0,wiski
H15031001,935.0,935,,,MissSartell,0.0,wiski
H15045001,830.0,830,,,MissSartell,0.0,wiski
H15045003,830.0,830,,,MissSartell,0.0,wiski
H15054001,819.0,819,,,MissSartell,0.0,wiski
H15067002,625.0,625,middle of reach,,MissSartell,1.0,wiski
H16002001,77.0,77,,,Sauk,0.0,wiski
H16002002,77.0,"75,73",,,Sauk,0.0,wiski
H16004001,75.0,75,,,Sauk,0.0,wiski
H16006001,383.0,383,381 is poorly routed as it enters at end of begining of 383 but is routed at the end.,,Sauk,0.0,wiski
H16009001,435.0,435,,,Sauk,0.0,wiski
H16009002,435.0,"435,-434",Wacky routing scheme,,Sauk,0.0,wiski
H16010001,433.0,434,Bad routing scheme in the model in an effort to capture a lake in the middle of reach 433. Need to reshape and brake up,,Sauk,0.0,wiski
H16011001,420.0,420,,,Sauk,0.0,wiski
H16011005,,,,0.0,Sauk,0.0,wiski
H16011006,,,,0.0,Sauk,0.0,wiski
H16011007,,,,0.0,Sauk,0.0,wiski
H16011008,,,,0.0,Sauk,0.0,wiski
H16011009,,,,0.0,Sauk,0.0,wiski
H16012001,450.0,450,,,Sauk,0.0,wiski
H16014001,411.0,411,,,Sauk,0.0,wiski
H16015001,,,,0.0,Sauk,0.0,wiski
H16017001,350.0,350,,,Sauk,0.0,wiski
H16021001,321.0,321,,,Sauk,0.0,wiski
H16023001,245.0,245,,,Sauk,0.0,wiski
H16025001,241.0,241,,,Sauk,0.0,wiski
H16027001,159.0,157,,,Sauk,0.0,wiski
H16029001,165.0,164,,,Sauk,0.0,wiski
H16029002,165.0,165,middle of reach,,Sauk,0.0,wiski
H16031001,162.0,162,lake,,Sauk,0.0,wiski
H16035002,77.0,77,,,Sauk,0.0,wiski
H16035003,83.0,83,,,Sauk,0.0,wiski
H16036001,87.0,87,,,Sauk,0.0,wiski
H16036002,87.0,87,,,Sauk,0.0,wiski
H16036004,87.0,87,,,Sauk,0.0,wiski
H16038001,110.0,110,middle of reach,,Sauk,0.0,wiski
H16038002,100.0,100,lake,,Sauk,0.0,wiski
H16042003,123.0,123,,,Sauk,0.0,wiski
H16044001,190.0,190,reach 185 should really drain to reach 210,,Sauk,0.0,wiski
H16046001,263.0,263,,,Sauk,0.0,wiski
H16046005,263.0,263,,,Sauk,0.0,wiski
H16048001,265.0,265,,,Sauk,0.0,wiski
H16049001,267.0,267,,,Sauk,0.0,wiski
H16051001,290.0,290,,,Sauk,1.0,wiski
H16054001,375.0,375,,,Sauk,0.0,wiski
H16060001,10.0,10,,,Sauk,0.0,wiski
H16060002,,,,0.0,Sauk,0.0,wiski
H16061001,10.0,10,,,Sauk,0.0,wiski
H16061003,10.0,10,middle of reach,,Sauk,0.0,wiski
H16061004,10.0,"3,5",,,Sauk,0.0,wiski
H16062001,5.0,5,,,Sauk,0.0,wiski
H16063001,3.0,2,,,Sauk,0.0,wiski
H16067001,30.0,20,lake,,Sauk,0.0,wiski
H16067003,30.0,30,middloe of reach,,Sauk,0.0,wiski
H16072001,70.0,70,,,Sauk,0.0,wiski
H16072003,70.0,70,middle of reach,,Sauk,0.0,wiski
H16073001,,,,0.0,Sauk,0.0,wiski
H17004002,359.0,359,,,MissStCloud,0.0,wiski
H17008001,310.0,310,middle of reach,,MissStCloud,0.0,wiski
H17008002,310.0,310,,,MissStCloud,0.0,wiski
H17008003,310.0,310,,,MissStCloud,1.0,wiski
H17008004,310.0,300,,,MissStCloud,0.0,wiski
H17010001,210.0,210,,,MissStCloud,0.0,wiski
